filter_name,window,start,end,candidates,triggered,win_rate,avg_pnl,median_pnl,p25_pnl,p75_pnl,max_pnl,min_pnl,status_counts_json
top1,2024q4_2025q1,2024-09-01,2025-03-31,37,27,0.4444444444444444,1.5998164373873527,-0.4366812227074354,-3.015598010855114,6.810888930598359,19.950020824656413,-8.000000000000002,"{""breakout_failed"": 2, ""gap_up_skip"": 7, ""max_hold"": 22, ""stop_hit"": 3, ""weak_open_skip"": 3}"
top2,2024q4_2025q1,2024-09-01,2025-03-31,69,54,0.4444444444444444,1.0942413688409334,-0.6489626209230951,-3.0158593278404586,5.038652594310133,19.950020824656413,-8.000000000000002,"{""breakout_failed"": 2, ""gap_up_skip"": 12, ""max_hold"": 49, ""stop_hit"": 3, ""weak_open_skip"": 3}"
top3,2024q4_2025q1,2024-09-01,2025-03-31,95,75,0.41333333333333333,0.6946368206976739,-1.3669257571696731,-3.0330603224129,3.1868730713789226,22.616822429906545,-8.000000000000002,"{""breakout_failed"": 6, ""gap_up_skip"": 16, ""limit_up_buy_blocked"": 1, ""max_hold"": 66, ""stop_hit"": 3, ""weak_open_skip"": 3}"
hot_rank1,2024q4_2025q1,2024-09-01,2025-03-31,11,7,0.2857142857142857,-1.9455109037869533,-1.0831721470019384,-5.560823147778621,1.0883951565225882,4.409451803005332,-8.000000000000002,"{""gap_up_skip"": 4, ""max_hold"": 6, ""stop_hit"": 1}"
not_hot_rank1,2024q4_2025q1,2024-09-01,2025-03-31,131,106,0.4528301886792453,0.9683898711515124,-0.3977579870455321,-2.8726070309780773,2.703205663731977,22.616822429906545,-8.000000000000002,"{""breakout_failed"": 9, ""gap_up_skip"": 18, ""limit_up_buy_blocked"": 3, ""max_hold"": 94, ""stop_hit"": 3, ""weak_open_skip"": 4}"
top1_hot_rank1,2024q4_2025q1,2024-09-01,2025-03-31,8,4,0.25,-2.4974859980064847,-3.1996978975156347,-5.987167736021998,0.28998384049987924,4.409451803005332,-8.000000000000002,"{""gap_up_skip"": 4, ""max_hold"": 3, ""stop_hit"": 1}"
top1_not_hot_rank1,2024q4_2025q1,2024-09-01,2025-03-31,36,29,0.4482758620689655,1.332930644381838,-0.4366812227074354,-3.016120644825803,5.248386191411733,19.950020824656413,-8.000000000000002,"{""breakout_failed"": 2, ""gap_up_skip"": 4, ""max_hold"": 24, ""stop_hit"": 3, ""weak_open_skip"": 3}"
top2_hot_rank1,2024q4_2025q1,2024-09-01,2025-03-31,10,6,0.16666666666666666,-2.8119103251421422,-3.1996978975156347,-5.683122897653266,-1.0778645202247386,4.409451803005332,-8.000000000000002,"{""gap_up_skip"": 4, ""max_hold"": 5, ""stop_hit"": 1}"
top2_not_hot_rank1,2024q4_2025q1,2024-09-01,2025-03-31,67,55,0.45454545454545453,1.1836128355296276,-0.4366812227074354,-2.958214671034092,4.630700687896757,19.950020824656413,-8.000000000000002,"{""breakout_failed"": 2, ""gap_up_skip"": 9, ""max_hold"": 50, ""stop_hit"": 3, ""weak_open_skip"": 3}"
hot_rank2,2024q4_2025q1,2024-09-01,2025-03-31,20,13,0.46153846153846156,0.34463173176660955,-1.0760953112990053,-2.8889662373825336,3.6072144288577093,9.888357256778312,-8.000000000000002,"{""gap_up_skip"": 6, ""limit_up_buy_blocked"": 1, ""max_hold"": 12, ""stop_hit"": 1}"
not_hot_rank2,2024q4_2025q1,2024-09-01,2025-03-31,122,100,0.44,0.8455053750258571,-0.431106568800528,-2.929784318108926,1.9695885474573984,22.616822429906545,-8.000000000000002,"{""breakout_failed"": 9, ""gap_up_skip"": 16, ""limit_up_buy_blocked"": 2, ""max_hold"": 88, ""stop_hit"": 3, ""weak_open_skip"": 4}"
top1_hot_rank2,2024q4_2025q1,2024-09-01,2025-03-31,14,8,0.625,2.3747263856038994,2.667804745293056,-1.4647799453245227,5.400436769700246,9.888357256778312,-5.3162236480293315,"{""gap_up_skip"": 5, ""limit_up_buy_blocked"": 1, ""max_hold"": 8}"
top1_not_hot_rank2,2024q4_2025q1,2024-09-01,2025-03-31,36,29,0.3793103448275862,0.6958464583269401,-1.3669257571696731,-3.016120644825803,1.7883755588673638,19.950020824656413,-8.000000000000002,"{""breakout_failed"": 2, ""gap_up_skip"": 4, ""max_hold"": 24, ""stop_hit"": 3, ""weak_open_skip"": 3}"
top2_hot_rank2,2024q4_2025q1,2024-09-01,2025-03-31,18,12,0.4166666666666667,0.10227724071847855,-1.0796337291504718,-3.495780590044233,3.807773772394615,9.888357256778312,-8.000000000000002,"{""gap_up_skip"": 5, ""limit_up_buy_blocked"": 1, ""max_hold"": 11, ""stop_hit"": 1}"
top2_not_hot_rank2,2024q4_2025q1,2024-09-01,2025-03-31,66,55,0.4,0.7520713777820766,-1.3669257571696731,-3.015598010855114,3.389773449140959,19.950020824656413,-8.000000000000002,"{""breakout_failed"": 2, ""gap_up_skip"": 8, ""max_hold"": 50, ""stop_hit"": 3, ""weak_open_skip"": 3}"
hot_rank3,2024q4_2025q1,2024-09-01,2025-03-31,23,16,0.4375,-0.08793936597345649,-1.0796337291504718,-3.175940679004782,3.341467825472564,9.888357256778312,-8.000000000000002,"{""gap_up_skip"": 6, ""limit_up_buy_blocked"": 1, ""max_hold"": 15, ""stop_hit"": 1}"
not_hot_rank3,2024q4_2025q1,2024-09-01,2025-03-31,119,97,0.44329896907216493,0.9323482460940923,-0.4255319148936206,-2.8235294117647083,2.513227513227502,22.616822429906545,-8.000000000000002,"{""breakout_failed"": 9, ""gap_up_skip"": 16, ""limit_up_buy_blocked"": 2, ""max_hold"": 85, ""stop_hit"": 3, ""weak_open_skip"": 4}"
top1_hot_rank3,2024q4_2025q1,2024-09-01,2025-03-31,15,9,0.6666666666666666,2.1531898491053436,1.7283950617284023,-1.0831721470019384,4.409451803005332,9.888357256778312,-5.3162236480293315,"{""gap_up_skip"": 5, ""limit_up_buy_blocked"": 1, ""max_hold"": 9}"
top1_not_hot_rank3,2024q4_2025q1,2024-09-01,2025-03-31,36,29,0.41379310344827586,0.9940228523595951,-0.8612440191387547,-3.016120644825803,5.248386191411733,19.950020824656413,-8.000000000000002,"{""breakout_failed"": 2, ""gap_up_skip"": 4, ""max_hold"": 24, ""stop_hit"": 3, ""weak_open_skip"": 3}"
top2_hot_rank3,2024q4_2025q1,2024-09-01,2025-03-31,21,15,0.4,-0.31066103199463235,-1.0831721470019384,-3.336805981125139,2.667804745293056,9.888357256778312,-8.000000000000002,"{""gap_up_skip"": 5, ""limit_up_buy_blocked"": 1, ""max_hold"": 14, ""stop_hit"": 1}"
top2_not_hot_rank3,2024q4_2025q1,2024-09-01,2025-03-31,66,55,0.41818181818181815,0.8072148545032948,-0.8612440191387547,-2.958737305004781,3.389773449140959,19.950020824656413,-8.000000000000002,"{""breakout_failed"": 2, ""gap_up_skip"": 8, ""max_hold"": 50, ""stop_hit"": 3, ""weak_open_skip"": 3}"
all,2025_2026ytd,2025-04-01,2026-05-13,496,394,0.46954314720812185,0.40778584493938536,-0.2145410073852279,-2.8152268561650926,2.7968703204552208,37.157987643424526,-10.774818401937042,"{""breakout_failed"": 38, ""gap_up_skip"": 74, ""limit_up_buy_blocked"": 14, ""max_hold"": 335, ""stop_hit"": 21, ""weak_open_skip"": 14}"
top1,2025_2026ytd,2025-04-01,2026-05-13,127,99,0.5555555555555556,0.6983682786821044,0.2541654899745931,-3.6694112256791596,3.442915553011754,21.07664233576641,-10.774818401937042,"{""breakout_failed"": 5, ""gap_up_skip"": 19, ""limit_up_buy_blocked"": 3, ""max_hold"": 85, ""stop_hit"": 9, ""weak_open_skip"": 6}"
