window,regime_name,regimes_csv,min_regime_score,entry_band,triggered,win_rate,avg_pnl,median_pnl,p25_pnl,p75_pnl,eligible_days,raw_signals
2024q4_2025q1,BULL_RANGE_NEUTRAL,"STRONG_BULL,STRONG_RANGE,NEUTRAL_RANGE",,open_m3_p1,71,0.4225352112676056,1.2877535466345216,-0.47945205479452246,-3.274828767123296,2.9589724889395503,117,107
2024q4_2025q1,BULL_RANGE_NEUTRAL,"STRONG_BULL,STRONG_RANGE,NEUTRAL_RANGE",,open_m3_0,56,0.4107142857142857,1.1849118323133239,-0.49946628713752117,-3.4682634730538875,3.368908870372322,117,107
2024q4_2025q1,BULL_RANGE_NEUTRAL_SCORE3,"STRONG_BULL,STRONG_RANGE,NEUTRAL_RANGE",3,open_m3_p2,60,0.45,2.183314366821591,-0.431106568800528,-2.128963568227396,3.7209566336184086,85,80
2024q4_2025q1,BULL_RANGE_NEUTRAL_SCORE3,"STRONG_BULL,STRONG_RANGE,NEUTRAL_RANGE",3,open_m3_p1,53,0.4339622641509434,2.098512447931305,-0.4366812227074354,-2.3514851485148562,3.289473684210526,85,80
2024q4_2025q1,BULL_RANGE_NEUTRAL_SCORE3,"STRONG_BULL,STRONG_RANGE,NEUTRAL_RANGE",3,open_m3_0,42,0.42857142857142855,2.038026893448395,-0.45806663875097897,-2.610992674411959,3.5277792426959134,85,80
2025_2026ytd,STRONG_BULL,STRONG_BULL,,open_m3_p2,93,0.3978494623655914,0.4174020370328969,-0.9345794392523303,-2.6522593320235717,2.1465581051073346,54,179
2025_2026ytd,STRONG_BULL,STRONG_BULL,,open_m3_p1,84,0.39285714285714285,0.3771914637443084,-0.9074305646965861,-2.4277707153588226,2.1550899183943626,54,179
2025_2026ytd,STRONG_BULL,STRONG_BULL,,open_m3_0,64,0.390625,0.32304528739165894,-0.9450674974039426,-3.459692156631004,2.1204904579538515,54,179
2025_2026ytd,STRONG_RANGE,STRONG_RANGE,,open_m3_p2,246,0.5040650406504065,0.569045001577578,0.11803296729557974,-2.4856120157215025,2.862940734227866,144,394
2025_2026ytd,STRONG_RANGE,STRONG_RANGE,,open_m3_p1,215,0.5162790697674419,0.5968974317945754,0.27378507871321645,-2.4333452435642124,2.7952411104897843,144,394
2025_2026ytd,STRONG_RANGE,STRONG_RANGE,,open_m3_0,159,0.4968553459119497,0.6198088624700656,0.0,-2.471224031443006,2.8577261260735805,144,394
2025_2026ytd,NEUTRAL_RANGE,NEUTRAL_RANGE,,open_m3_p2,79,0.46835443037974683,-0.19844112381648565,-0.3601440576230415,-2.5572190672861828,2.2568489662898403,54,112
2025_2026ytd,NEUTRAL_RANGE,NEUTRAL_RANGE,,open_m3_p1,69,0.4782608695652174,-0.1231747830729268,-0.3350083752093731,-2.534562211981554,2.1904761904761942,54,112
2025_2026ytd,NEUTRAL_RANGE,NEUTRAL_RANGE,,open_m3_0,52,0.4807692307692308,-0.3235171579176251,-0.3475762164162073,-2.5436612406837527,2.1284032376747537,54,112
