trade_date,open,high,low,close,volume
2026-01-30,11.471,11.533,10.8,11.009,2301609692
2026-02-02,9.908,10.245,9.908,9.908,1899820420
2026-02-03,10.355,10.461,10.105,10.422,2100916676
2026-02-04,10.795,10.904,10.738,10.867,1424298936
2026-02-05,10.61,10.695,10.3,10.523,1909045495
2026-02-06,10.079,10.523,10.05,10.357,1841278975
2026-02-09,10.72,10.75,10.61,10.719,1161222745
2026-02-10,10.686,10.733,10.661,10.669,702600061
2026-02-11,10.704,10.765,10.7,10.758,681826714
2026-02-12,10.72,10.752,10.7,10.72,600479350
2026-02-13,10.582,10.617,10.508,10.575,769392258
2026-02-24,10.92,10.998,10.903,10.95,752313723
2026-02-25,10.953,10.992,10.92,10.959,607477346
2026-02-26,10.939,10.944,10.896,10.913,437766976
2026-02-27,10.92,10.95,10.911,10.933,463126387
2026-03-02,11.368,11.419,11.214,11.417,1130097171
2026-03-03,11.418,11.418,11.202,11.259,969284941
2026-03-04,11.0,11.085,10.926,10.98,997981175
2026-03-05,10.98,11.014,10.889,10.964,653680200
2026-03-06,10.834,10.937,10.831,10.873,491671193
2026-03-09,10.858,10.95,10.793,10.868,801213216
2026-03-10,10.963,10.991,10.943,10.956,437932878
2026-03-11,11.026,11.028,10.964,10.974,475495727
2026-03-12,10.928,10.956,10.892,10.938,389237902
2026-03-13,10.852,10.88,10.791,10.802,388524533
2026-03-16,10.63,10.7,10.605,10.664,478924660
2026-03-17,10.632,10.696,10.63,10.637,353528190
2026-03-18,10.638,10.639,10.57,10.606,354427328
2026-03-19,10.283,10.345,10.08,10.126,878362147
2026-03-20,9.9,10.066,9.883,9.896,1191784092
2026-03-23,9.488,9.5,8.906,8.941,1974765911
2026-03-24,9.21,9.303,9.105,9.299,1490516464
2026-03-25,9.7,9.772,9.609,9.641,1178632201
2026-03-26,9.628,9.637,9.358,9.45,1107621274
2026-03-27,9.358,9.528,9.358,9.494,748707264
2026-03-30,9.496,9.696,9.473,9.656,1046745903
2026-03-31,9.751,9.836,9.697,9.699,981801710
2026-04-01,9.95,10.028,9.912,10.024,835670818
2026-04-02,10.0,10.0,9.641,9.738,1302646746
2026-04-03,9.914,9.914,9.793,9.828,424296200
2026-04-07,9.845,9.867,9.781,9.837,542784769
2026-04-08,10.103,10.153,10.057,10.113,994347975
2026-04-09,9.92,9.95,9.9,9.908,655252744
2026-04-10,9.995,10.03,9.954,9.972,577695324
2026-04-13,9.918,9.939,9.9,9.924,428554392
2026-04-14,9.999,10.012,9.968,10.011,422160466
2026-04-15,10.127,10.15,10.062,10.064,489769744
2026-04-16,10.095,10.111,10.07,10.097,376243713
2026-04-17,10.0,10.071,9.99,10.029,357718901
2026-04-20,10.04,10.075,10.013,10.036,355833475
2026-04-21,10.07,10.072,10.003,10.01,323902876
2026-04-22,9.968,10.008,9.968,10.004,364219794
2026-04-23,9.935,9.947,9.865,9.9,426785130
2026-04-24,9.885,9.886,9.814,9.826,314190201
2026-04-27,9.859,9.917,9.857,9.897,255476037
2026-04-28,9.85,9.854,9.714,9.732,376104347
2026-04-29,9.641,9.68,9.63,9.637,511996833
2026-04-30,9.629,9.679,9.58,9.678,404662969
2026-05-06,9.698,9.792,9.698,9.791,392697776
2026-05-07,9.871,9.933,9.835,9.909,438005730
2026-05-08,9.871,9.897,9.853,9.88,340379015
2026-05-11,9.827,9.827,9.714,9.774,447587670
2026-05-12,9.9,9.906,9.8,9.806,405923015
2026-05-13,9.818,9.834,9.78,9.804,298307355
2026-05-14,9.78,9.802,9.761,9.795,296882393
2026-05-15,9.645,9.659,9.532,9.554,649877683
2026-05-18,9.44,9.534,9.435,9.513,476978463
2026-05-19,9.519,9.554,9.485,9.515,264376415
2026-05-20,9.4,9.4,9.332,9.367,546321491
2026-05-21,9.53,9.543,9.447,9.45,337773070
2026-05-22,9.46,9.474,9.424,9.461,271569663
2026-05-25,9.531,9.54,9.49,9.512,238605940
2026-05-26,9.481,9.487,9.442,9.454,220861420
2026-05-27,9.419,9.425,9.336,9.345,324668208
2026-05-28,9.216,9.218,9.108,9.132,456620753
2026-05-29,9.385,9.4,9.34,9.397,348235218
2026-06-01,9.398,9.414,9.343,9.344,258640902
2026-06-02,9.3,9.414,9.266,9.41,324778050
2026-06-03,9.28,9.327,9.263,9.281,325487600
2026-06-04,9.301,9.32,9.274,9.29,282172674
2026-06-05,9.263,9.275,9.21,9.252,301755305
2026-06-08,9.001,9.024,8.893,8.953,495297882
2026-06-09,9.01,9.046,9.004,9.005,287000533
2026-06-10,8.74,8.78,8.671,8.736,560909257
2026-06-11,8.561,8.58,8.418,8.506,649152677
2026-06-12,8.67,8.715,8.639,8.659,436740687
2026-06-15,8.916,8.988,8.91,8.928,499417455
2026-06-16,8.945,8.968,8.92,8.949,275222053
2026-06-17,8.978,8.986,8.933,8.957,263405774
2026-06-18,8.95,8.964,8.892,8.908,298268213
2026-06-22,8.735,8.742,8.655,8.716,440971831
2026-06-23,8.668,8.674,8.525,8.537,425630533
2026-06-24,8.485,8.53,8.426,8.515,402997039
2026-06-25,8.33,8.33,8.267,8.287,508986639
2026-06-26,8.365,8.393,8.293,8.39,384807548
2026-06-29,8.445,8.479,8.404,8.449,339834907
2026-06-30,8.262,8.389,8.224,8.378,419277945
2026-07-01,8.284,8.3,8.253,8.271,305289870
2026-07-02,8.425,8.484,8.397,8.475,514978977
