record_type,customer_no,sub_account_no,portfolio_id,portfolio_name,biz_date,confirm_date,fund_code,fund_name,C_BUSINTYPE,busin_type_desc,apply_amount,apply_vol,confirm_nav,confirm_vol,confirm_amount,fee,order_status,net_value,total_asset,market_value,cash,cash_weight,noncash_ratio,cum_return_pct,max_drawdown_pct
position,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-04-24,,000216,华安黄金ETF联接A,,,10000.0,,3.5841,2790.100723,,,,,,10000.0,,,,,
position,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-04-24,,003318,景顺长城中证500行业中性低波动指数A,,,20000.0,,1.818543,10997.815284,,,,,,20000.0,,,,,
position,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-04-24,,006729,万家中证500指数增强A,,,15000.0,,2.735358,5483.742896,,,,,,15000.0,,,,,
position,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-04-24,,009981,万家创业板指数增强A,,,15000.0,,1.4139,10608.953957,,,,,,15000.0,,,,,
position,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-04-24,,010955,天弘中证智能汽车指数发起式A,,,20000.0,,1.0813,18496.254508,,,,,,20000.0,,,,,
position,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-04-24,,019767,景顺长城科创50指数增强A,,,15000.0,,2.0438,7339.269987,,,,,,15000.0,,,,,
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-04-24,,,,,,,,,,,,,1.0,100000.0,95000.0,5000.0,0.05,0.95,0.0,0.0
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-04-27,,,,,,,,,,,,,1.011205,101120.53,96120.53,5000.0,0.049446,0.950554,1.1205,0.0
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-04-28,,,,,,,,,,,,,0.998964,99896.39,94896.39,5000.0,0.050052,0.949948,-0.1036,-1.2105
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-04-29,,,,,,,,,,,,,1.007252,100725.16,95725.16,5000.0,0.04964,0.95036,0.7252,-1.2105
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-04-30,,,,,,,,,,,,,1.014714,101471.41,96471.41,5000.0,0.049275,0.950725,1.4714,-1.2105
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-05-06,,,,,,,,,,,,,1.037677,103767.74,98767.74,5000.0,0.048185,0.951815,3.7677,-1.2105
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-05-07,,,,,,,,,,,,,1.049479,104947.95,99947.95,5000.0,0.047643,0.952357,4.9479,-1.2105
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-05-08,,,,,,,,,,,,,1.044552,104455.16,99455.16,5000.0,0.047867,0.952133,4.4552,-1.2105
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-05-11,,,,,,,,,,,,,1.064636,106463.65,101463.65,5000.0,0.046964,0.953036,6.4636,-1.2105
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-05-12,,,,,,,,,,,,,1.065054,106505.35,101505.35,5000.0,0.046946,0.953054,6.5054,-1.2105
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-05-13,,,,,,,,,,,,,1.081002,108100.16,103100.16,5000.0,0.046253,0.953747,8.1002,-1.2105
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-05-14,2026-05-15,019767,景顺长城科创50指数增强A,24,赎回,,2477.1892,2.388,2477.1892,5885.95,29.58,confirmed,,,,,,,,
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-05-14,2026-05-15,009981,万家创业板指数增强A,24,赎回,,2626.5677,1.513,2626.5677,3954.13,19.87,confirmed,,,,,,,,
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-05-14,,,,,,,,,,,,,1.059501,105950.06,100950.06,5000.0,0.047192,0.952808,5.9501,-1.989
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-05-15,2026-05-18,019767,景顺长城科创 50 指数增强 A,22,申购,5000.0,,2.4097,2074.947089,,0.0,confirmed,,,,,,,,
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-05-15,2026-05-18,009981,万家创业板指数增强 A,22,申购,3000.0,,1.511,1985.440106,,0.0,confirmed,,,,,,,,
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-05-15,2026-05-18,003318,景顺长城中证500行业中性低波动指数A,24,赎回,,2177.1136,1.833048,2177.1136,3970.8,19.95,confirmed,,,,,,,,
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-05-15,2026-05-18,010955,天弘中证智能汽车指数发起式A,24,赎回,,3614.349,1.1116,3614.349,3997.62,20.09,confirmed,,,,,,,,
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-05-15,,,,,,,,,,,,,1.046158,104615.78,89775.7,14840.08,0.141853,0.858147,4.6158,-3.2233
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-05-18,,,,,,,,,,,,,1.047021,104702.15,89893.65,14808.5,0.141435,0.858565,4.7021,-3.2233
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-05-19,,,,,,,,,,,,,1.056933,105693.3,90884.8,14808.5,0.140108,0.859892,5.6933,-3.2233
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-05-20,,,,,,,,,,,,,1.060772,106077.23,91268.73,14808.5,0.139601,0.860399,6.0772,-3.2233
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-05-21,,,,,,,,,,,,,1.042776,104277.64,89469.14,14808.5,0.14201,0.85799,4.2776,-3.5361
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-05-22,2026-05-25,019767,景顺长城科创50指数增强A,24,赎回,,1190.6652,2.6541,1190.6652,3160.14,0.0,confirmed,,,,,,,,
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-05-22,2026-05-25,009981,万家创业板指数增强A,24,赎回,,1304.5463,1.5701,1304.5463,2048.27,0.0,confirmed,,,,,,,,
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-05-22,2026-05-25,006729,万家中证 500 指数增强 A,22,申购,5000.0,,2.941759,1699.663365,,0.0,confirmed,,,,,,,,
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-05-22,2026-05-25,010955,天弘中证智能汽车指数发起式A,24,赎回,,444.0103,1.1386,444.0103,505.55,0.0,confirmed,,,,,,,,
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-05-22,,,,,,,,,,,,,1.060528,106052.8,91244.3,14808.5,0.139633,0.860367,6.0528,-3.5362
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-05-25,,,,,,,,,,,,,1.08025,108025.03,92502.57,15522.46,0.143693,0.856307,8.025,-3.5362
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-05-26,,,,,,,,,,,,,1.076972,107697.2,92174.74,15522.46,0.144131,0.855869,7.6972,-3.5362
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-05-27,,,,,,,,,,,,,1.066138,106613.78,91091.32,15522.46,0.145595,0.854405,6.6138,-3.5362
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-05-28,,,,,,,,,,,,,1.070052,107005.22,91482.76,15522.46,0.145063,0.854937,7.0052,-3.5362
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-05-29,,,,,,,,,,,,,1.047329,104732.93,89210.47,15522.46,0.14821,0.85179,4.7329,-3.5362
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-01,2026-06-02,019767,景顺长城科创 50 指数增强 A,22,申购,6000.0,,2.3977,2502.398132,,0.0,confirmed,,,,,,,,
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-01,2026-06-02,009981,万家创业板指数增强 A,22,申购,6400.0,,1.5668,4084.758744,,0.0,confirmed,,,,,,,,
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-01,2026-06-02,006729,万家中证 500 指数增强 A,22,申购,2600.0,,2.83469,917.207878,,0.0,confirmed,,,,,,,,
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-01,2026-06-02,003318,景顺长城中证500行业中性低波动指数A,24,赎回,,1425.5722,1.827991,1425.5722,2605.93,0.0,confirmed,,,,,,,,
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-01,2026-06-02,000216,华安黄金ETF联接A,24,赎回,,940.9827,3.4201,940.9827,3218.25,0.0,confirmed,,,,,,,,
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-01,2026-06-02,010955,天弘中证智能汽车指数发起式A,24,赎回,,8507.4204,1.0666,8507.4204,9074.01,0.0,confirmed,,,,,,,,
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-01,,,,,,,,,,,,,1.033492,103349.21,87826.75,15522.46,0.150194,0.849806,3.3492,-4.395
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-02,2026-06-03,019767,景顺长城科创 50 指数增强 A,22,申购,1100.0,,2.4449,449.916152,,0.0,confirmed,,,,,,,,
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-02,2026-06-03,009981,万家创业板指数增强 A,22,申购,900.0,,1.5937,564.723599,,0.0,confirmed,,,,,,,,
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-02,2026-06-03,000216,华安黄金ETF联接A,24,赎回,,321.628,3.3726,321.628,1084.72,0.0,confirmed,,,,,,,,
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-02,2026-06-03,010955,天弘中证智能汽车指数发起式 A,22,申购,1000.0,,1.0714,933.358223,,0.0,confirmed,,,,,,,,
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-02,2026-06-03,001512,易方达中债3-5年期国债指数,22,申购,3100.0,,1.393,2225.412778,,0.0,confirmed,,,,,,,,
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-02,,,,,,,,,,,,,1.043029,104302.92,88882.27,15420.65,0.147845,0.852155,4.3029,-4.395
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-03,,,,,,,,,,,,,1.051443,105144.29,94738.92,10405.37,0.098963,0.901037,5.1443,-4.395
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-04,,,,,,,,,,,,,1.050946,105094.56,94689.19,10405.37,0.09901,0.90099,5.0946,-4.395
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-05,,,,,,,,,,,,,1.031799,103179.92,92774.55,10405.37,0.100847,0.899153,3.1799,-4.5516
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-08,2026-06-09,019767,景顺长城科创 50 指数增强 A,22,申购,3000.0,,2.3672,1267.320041,,0.0,confirmed,,,,,,,,
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-08,2026-06-09,003318,景顺长城中证500行业中性低波动指数A,24,赎回,,1713.9165,1.785647,1713.9165,3060.45,0.0,confirmed,,,,,,,,
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-08,,,,,,,,,,,,,1.000708,100070.8,89665.43,10405.37,0.10398,0.89602,0.0708,-7.4277
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-09,,,,,,,,,,,,,1.028263,102826.31,92360.49,10465.82,0.101782,0.898218,2.8263,-7.4277
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-10,,,,,,,,,,,,,1.013328,101332.76,90866.94,10465.82,0.103282,0.896718,1.3328,-7.4277
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-11,2026-06-12,019767,景顺长城科创 50 指数增强 A,22,申购,1600.0,,2.3657,676.332587,,0.0,confirmed,,,,,,,,
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-11,2026-06-12,009981,万家创业板指数增强 A,22,申购,300.0,,1.4984,200.213561,,0.0,confirmed,,,,,,,,
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-11,2026-06-12,010955,天弘中证智能汽车指数发起式 A,22,申购,1200.0,,0.9949,1206.151372,,0.0,confirmed,,,,,,,,
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-11,2026-06-12,000216,华安黄金 ETF 联接 A,22,申购,300.0,,3.1449,95.39254,,0.0,confirmed,,,,,,,,
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-11,,,,,,,,,,,,,1.010334,101033.42,90567.6,10465.82,0.103588,0.896412,1.0334,-7.4277
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-12,2026-06-15,003318,景顺长城中证500行业中性低波动指数A,24,赎回,,1716.9414,1.835482,1716.9414,3151.42,0.0,confirmed,,,,,,,,
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-12,,,,,,,,,,,,,1.014857,101485.7,94419.88,7065.82,0.069624,0.930376,1.4857,-7.4277
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-15,2026-06-16,019767,景顺长城科创 50 指数增强 A,22,申购,1000.0,,2.5069,398.899039,,0.0,confirmed,,,,,,,,
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-15,2026-06-16,006729,万家中证 500 指数增强 A,22,申购,900.0,,2.937736,306.358366,,0.0,confirmed,,,,,,,,
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-15,2026-06-16,009981,万家创业板指数增强 A,22,申购,900.0,,1.5998,562.570321,,0.0,confirmed,,,,,,,,
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-15,,,,,,,,,,,,,1.053198,105319.76,95102.52,10217.24,0.097012,0.902988,5.3198,-7.4277
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-16,,,,,,,,,,,,,1.063453,106345.25,98928.01,7417.24,0.069747,0.930253,6.3453,-7.4277
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-17,,,,,,,,,,,,,1.084368,108436.82,101019.58,7417.24,0.068401,0.931599,8.4368,-7.4277
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-18,2026-06-22,009981,万家创业板指数增强A,24,赎回,,757.6124,1.6939,757.6124,1283.32,0.0,confirmed,,,,,,,,
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-18,2026-06-22,003318,景顺长城中证500行业中性低波动指数A,24,赎回,,958.9305,1.867839,958.9305,1791.13,0.0,confirmed,,,,,,,,
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-18,2026-06-22,006729,万家中证500指数增强A,24,赎回,,1056.0359,3.063836,1056.0359,3235.52,0.0,confirmed,,,,,,,,
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-18,2026-06-22,000216,华安黄金 ETF 联接 A,22,申购,246.0,,3.168,77.651515,,0.0,confirmed,,,,,,,,
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-18,2026-06-22,010955,天弘中证智能汽车指数发起式A,24,赎回,,2878.1038,1.0579,2878.1038,3044.75,0.0,confirmed,,,,,,,,
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-18,2026-06-22,001512,易方达中债3-5年期国债指数,22,申购,2411.0,,1.3935,1730.175816,,0.0,confirmed,,,,,,,,
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-18,,,,,,,,,,,,,1.102311,110231.12,102813.88,7417.24,0.067288,0.932712,10.2311,-7.4277
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-22,,,,,,,,,,,,,1.117826,111782.56,97667.6,14114.96,0.126272,0.873728,11.7826,-7.4277
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-23,,,,,,,,,,,,,1.097712,109771.21,95656.25,14114.96,0.128585,0.871415,9.7712,-7.4277
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-24,2026-06-25,019767,景顺长城科创 50 指数增强 A,22,申购,2500.0,,2.9258,854.467154,,0.0,confirmed,,,,,,,,
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-24,2026-06-25,009981,万家创业板指数增强 A,22,申购,2500.0,,1.7108,1461.304653,,0.0,confirmed,,,,,,,,
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-24,,,,,,,,,,,,,1.117845,111784.48,97669.52,14114.96,0.126269,0.873731,11.7845,-7.4277
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-25,2026-06-26,019767,景顺长城科创50指数增强A,24,赎回,,1025.3606,2.8785,1025.3606,2951.5,0.0,confirmed,,,,,,,,
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-25,2026-06-26,009981,万家创业板指数增强 A,22,申购,2000.0,,1.6454,1215.509906,,0.0,confirmed,,,,,,,,
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-25,2026-06-26,006729,万家中证 500 指数增强 A,22,申购,1000.0,,3.004422,332.842723,,0.0,confirmed,,,,,,,,
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-25,,,,,,,,,,,,,1.136812,113681.17,104566.21,9114.96,0.08018,0.91982,13.6812,-7.4277
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-26,2026-06-29,009981,万家创业板指数增强A,24,赎回,,1215.5099,1.6498,1215.5099,2005.35,0.0,confirmed,,,,,,,,
order,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-26,2026-06-29,010955,天弘中证智能汽车指数发起式A,24,赎回,,3882.3644,1.0299,3882.3644,3998.45,0.0,confirmed,,,,,,,,
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-26,,,,,,,,,,,,,1.112645,111264.55,102198.09,9066.46,0.081486,0.918514,11.2645,-7.4277
nav,19f5c89e46f94539b40a343df5e38733,SIMACCT0011,SIMACCT0011_live,bot11,2026-06-29,,,,,,,,,,,,,1.128017,112801.73,97731.47,15070.26,0.1336,0.8664,12.8017,-7.4277
position,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-04-24,,000368,汇添富沪深300安中指数A,,,25000.0,,3.242915,7709.11356,,,,,,25000.0,,,,,
position,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-04-24,,001512,易方达中债3-5年期国债指数,,,12000.0,,1.3877,8647.402176,,,,,,12000.0,,,,,
position,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-04-24,,001631,天弘中证食品饮料ETF联接A,,,10000.0,,2.142344,4667.784445,,,,,,10000.0,,,,,
position,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-04-24,,002610,博时黄金ETF联接A,,,10000.0,,3.3673,2969.738366,,,,,,10000.0,,,,,
position,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-04-24,,003429,中证兴业中高等级信用债指数A,,,8000.0,,1.510266,5297.080117,,,,,,8000.0,,,,,
position,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-04-24,,006729,万家中证500指数增强A,,,20000.0,,2.735358,7311.657194,,,,,,20000.0,,,,,
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-04-24,,,,,,,,,,,,,1.0,100000.0,85000.0,15000.0,0.15,0.85,0.0,0.0
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-04-27,,,,,,,,,,,,,1.001018,100101.78,85101.78,15000.0,0.149847,0.850153,0.1018,0.0
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-04-28,,,,,,,,,,,,,0.997198,99719.78,84719.78,15000.0,0.150422,0.849578,-0.2802,-0.3816
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-04-29,,,,,,,,,,,,,1.003719,100371.89,85371.89,15000.0,0.149444,0.850556,0.3719,-0.3816
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-04-30,,,,,,,,,,,,,1.003649,100364.94,85364.94,15000.0,0.149455,0.850545,0.3649,-0.3816
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-06,,,,,,,,,,,,,1.011528,101152.81,86152.81,15000.0,0.14829,0.85171,1.1528,-0.3816
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-07,,,,,,,,,,,,,1.016451,101645.1,86645.1,15000.0,0.147572,0.852428,1.6451,-0.3816
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-08,,,,,,,,,,,,,1.014536,101453.56,86453.56,15000.0,0.147851,0.852149,1.4536,-0.3816
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-11,2026-05-12,000368,汇添富沪深300安中指数A,24,赎回,,1579.422974,3.339783,1579.422974,5248.56,26.37,confirmed,,,,,,,,
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-11,2026-05-12,006729,万家中证500指数增强A,24,赎回,,2122.620376,2.939593,2122.620376,6208.44,31.2,confirmed,,,,,,,,
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-11,2026-05-12,001631,天弘中证食品饮料 ETF 联接 A,22,申购,229.65,,2.113821,108.642122,,0.0,confirmed,,,,,,,,
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-11,2026-05-12,002610,博时黄金 ETF 联接 A,22,申购,5385.88,,3.3518,1606.861985,,0.0,confirmed,,,,,,,,
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-11,,,,,,,,,,,,,1.021609,102160.92,87160.92,15000.0,0.146827,0.853173,2.1609,-0.3816
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-12,,,,,,,,,,,,,1.020159,102015.92,81174.45,20841.47,0.204296,0.795704,2.0159,-0.3816
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-13,2026-05-14,000368,汇添富沪深 300 安中指数 A,22,申购,5000.0,,3.320748,1505.684864,,0.0,confirmed,,,,,,,,
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-13,2026-05-14,006729,万家中证 500 指数增强 A,22,申购,3000.0,,2.904006,1033.055717,,0.0,confirmed,,,,,,,,
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-13,,,,,,,,,,,,,1.023915,102391.49,81550.02,20841.47,0.203547,0.796453,2.3915,-0.3816
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-14,2026-05-15,000368,汇添富沪深 300 安中指数 A,22,申购,3500.0,,3.288676,1064.258078,,0.0,confirmed,,,,,,,,
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-14,2026-05-15,001512,易方达中债3-5年期国债指数,24,赎回,,1440.1959,1.3891,1440.1959,1990.57,10.0,confirmed,,,,,,,,
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-14,2026-05-15,003429,中证兴业中高等级信用债指数A,24,赎回,,991.9513,1.512425,991.9513,1492.75,7.5,confirmed,,,,,,,,
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-14,,,,,,,,,,,,,1.016761,101676.07,88834.6,12841.47,0.126298,0.873702,1.6761,-0.6987
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-15,2026-05-18,000368,汇添富沪深300安中指数A,24,赎回,,2950.1234,3.271728,2950.1234,9603.74,48.26,confirmed,,,,,,,,
